Name,ComuneName,LabelName,ProvinceName,MunicipeName
comunas,Quisseque,Quisseque,Uíge,Negage
comunas,Negage,Negage,Uíge,Negage
comunas,Puri - S/Comuna/Distrito,Puri - S/Comuna/Distrito,Uíge,Puri
comunas,Maquela do Zombo,Maquela do Zombo,Uíge,Maquela do Zombo
comunas,Quibocolo,Quibocolo,Uíge,Maquela do Zombo
comunas,Béu,Béu,Uíge,Maquela do Zombo
comunas,Sacandica,Sacandica,Uíge,Maquela do Zombo
comunas,Cuilo-Futa,Cuilo-Futa,Uíge,Maquela do Zombo
comunas,Damba,Damba,Uíge,Damba
comunas,Nsosso,Nsosso,Uíge,Damba
comunas,Camatambo,Camatambo,Uíge,Damba
comunas,Lêmboa,Lêmboa,Uíge,Damba
comunas,Petecusso,Petecusso,Uíge,Damba
comunas,Sanza Pombo,Sanza Pombo,Uíge,Pombo
comunas,Cuilo Pombo,Cuilo Pombo,Uíge,Pombo
comunas,Uamba,Uamba,Uíge,Pombo
comunas,Alfândega,Alfândega,Uíge,Pombo
comunas,Bembe,Bembe,Uíge,Bembe
comunas,Lucunga,Lucunga,Uíge,Bembe
comunas,Mabaia,Mabaia,Uíge,Bembe
comunas,Macocola,Macocola,Uíge,Milunga
comunas,Macolo,Macolo,Uíge,Milunga
comunas,Milunga,Milunga,Uíge,Milunga
comunas,Massau,Massau,Uíge,Milunga
comunas,Songo,Songo,Uíge,Songo
comunas,Quinvuenga,Quinvuenga,Uíge,Songo
comunas,Cuango,Cuango,Uíge,Quimbele
comunas,Icoca,Icoca,Uíge,Quimbele
comunas,Quimbele,Quimbele,Uíge,Quimbele
comunas,Alto Zaza,Alto Zaza,Uíge,Quimbele
comunas,Cangola,Cangola,Uíge,Alto Cauale
comunas,Bengo,Bengo,Uíge,Alto Cauale
comunas,Caiongo,Caiongo,Uíge,Alto Cauale
comunas,Uíge - S/Comuna/Distrito,Uíge - S/Comuna/Distrito,Uíge,Uíge
comunas,Mucaba,Mucaba,Uíge,Mucaba
comunas,Uando Mucaba,Uando Mucaba,Uíge,Mucaba
comunas,Buenga Sul,Buenga Sul,Uíge,Buengas
comunas,Nova Esperança,Nova Esperança,Uíge,Buengas
comunas,Cuilo Camboso,Cuilo Camboso,Uíge,Buengas
comunas,Soyo,Soyo,Zaire,Soyo
comunas,Sumba,Sumba,Zaire,Soyo
comunas,Pedra de Feitiço,Pedra de Feitiço,Zaire,Soyo
comunas,Quêlo,Quêlo,Zaire,Soyo
comunas,Mangue Grande,Mangue Grande,Zaire,Soyo
comunas,Mbanza Kongo,Mbanza Kongo,Zaire,Mbanza Kongo
comunas,Luvo,Luvo,Zaire,Mbanza Kongo
comunas,Caluca,Caluca,Zaire,Mbanza Kongo
comunas,Madimba,Madimba,Zaire,Mbanza Kongo
comunas,Quiende,Quiende,Zaire,Mbanza Kongo
comunas,Calambata,Calambata,Zaire,Mbanza Kongo
comunas,Nzeto,Nzeto,Zaire,Nzeto
comunas,Quindeje,Quindeje,Zaire,Nzeto
comunas,Musserra,Musserra,Zaire,Nzeto
comunas,Quibala Norte,Quibala Norte,Zaire,Nzeto
comunas,Tomboco,Tomboco,Zaire,Tomboco
comunas,Quinsimba,Quinsimba,Zaire,Tomboco
comunas,Quinzau,Quinzau,Zaire,Tomboco
comunas,Cuimba,Cuimba,Zaire,Cuimba
comunas,Buela,Buela,Zaire,Cuimba
comunas,Serra da Canda,Serra da Canda,Zaire,Cuimba
comunas,Luvaca,Luvaca,Zaire,Cuimba
comunas,Nóqui,Nóqui,Zaire,Nóqui
comunas,Lufico,Lufico,Zaire,Nóqui
comunas,Mpala,Mpala,Zaire,Nóqui
